"Case.Earliest.Date","Confirmation.Status","Gender","Age.Group","Hospitalization","ICU","Death","Race","Count"
"2020/02/26","Probable Case","Female","50 - 59","No","Missing","No","African American",1
"2020/02/26","Probable Case","Female","50 - 59","No","Missing","No","Unknown",1
"2020/02/26","Probable Case","Female","50 - 59","No","Missing","No","Caucasian",2
"2020/02/26","Probable Case","Female","50 - 59","No","Unknown","No","Caucasian",1
"2020/02/26","Probable Case","Female","50 - 59","No","Unknown","Unknown","Unknown",1
"2020/02/26","Probable Case","Female","60 - 69","Missing","Missing","Missing","Unknown",1
"2020/02/26","Probable Case","Female","60 - 69","Missing","Missing","Missing","Caucasian",1
"2020/02/26","Probable Case","Female","60 - 69","No","No","No","Unknown",1
"2020/02/26","Probable Case","Female","60 - 69","Yes","Unknown","Yes","Latino",1
"2020/02/26","Probable Case","Female","70 - 79","No","Missing","No","Multiracial/Other",1
"2020/02/26","Probable Case","Female","80+","Yes","Missing","Yes","Caucasian",1
"2020/02/26","Probable Case","Male","10 - 19","Missing","Missing","Missing","Unknown",1
"2020/02/26","Probable Case","Male","20 - 29","Missing","Missing","Missing","African American",1
"2020/02/26","Probable Case","Male","20 - 29","No","Unknown","No","Unknown",1
"2020/02/26","Probable Case","Male","20 - 29","No","Unknown","No","Caucasian",1
"2020/02/26","Probable Case","Male","30 - 39","No","Missing","No","Caucasian",1
"2020/02/26","Probable Case","Male","40 - 49","Missing","Missing","Missing","African American",1
"2020/02/26","Probable Case","Male","40 - 49","Missing","Missing","Missing","Caucasian",1
"2020/02/26","Probable Case","Male","40 - 49","No","Missing","No","Caucasian",1
"2020/02/26","Probable Case","Male","40 - 49","No","Unknown","Unknown","Unknown",1
"2020/02/26","Probable Case","Male","50 - 59","Missing","Missing","Missing","Caucasian",1
"2020/02/26","Probable Case","Male","50 - 59","No","Unknown","No","Caucasian",1
"2020/02/26","Probable Case","Male","70 - 79","Missing","Missing","Missing","Unknown",1
"2020/02/26","Probable Case","Male","70 - 79","Unknown","No","Yes","Caucasian",1
"2020/02/26","Probable Case","Male","70 - 79","Yes","Unknown","Yes","Asian",1
"2020/02/26","Probable Case","Male","70 - 79","Yes","Unknown","Yes","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","0 - 9","Missing","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","0 - 9","Yes","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","10 - 19","No","Missing","Missing","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","10 - 19","No","Missing","Missing","African American",1
"2020/02/27","Laboratory-confirmed case","Female","10 - 19","No","Missing","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Missing","Missing","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Missing","Missing","Missing","Caucasian",3
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Missing","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Missing",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","No","Unknown","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Unknown","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Unknown","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Yes","Missing","Missing","Missing",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Yes","No","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Yes","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Yes","Unknown","Unknown","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Yes","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","20 - 29","Yes","Yes","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","Missing","Missing","Missing","African American",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","Missing","Missing","African American",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","Missing","Missing","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","African American",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","No","No","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","Unknown","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","No","Unknown","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","Yes","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","30 - 39","Yes","Yes","Unknown","African American",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","No","Missing",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","No","Missing","Missing","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","No","Missing","No","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","No","Missing","No","African American",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","No","No","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","No","Unknown","No","African American",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","Yes","No","No","African American",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","Yes","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","40 - 49","Yes","Yes","Unknown","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Missing","Missing","Missing","African American",3
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Missing","Missing","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Missing","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","African American",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","No","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","No","No","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","No","No","Unknown",3
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","No","Unknown","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Unknown","No","African American",2
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Unknown","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","No","Unknown","Unknown","African American",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Unknown","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Yes","No","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Yes","No","Yes","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","African American",2
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Unknown",2
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","50 - 59","Yes","Yes","Yes","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Missing","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Missing","Missing","No","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","No","Missing","Missing","Asian",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","No","Missing","Missing","African American",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","No","Missing","Missing","Caucasian",3
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","No","Missing","No","Caucasian",3
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","No","No","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","No","No","No","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","No","No","Unknown","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","No","No","African American",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","No","Yes","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","African American",2
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","Unknown",2
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Yes","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","60 - 69","Yes","Yes","Yes","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Missing","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","No","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","No","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Unknown","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Unknown","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Missing","No","African American",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Missing","Yes","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Unknown",2
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Yes","African American",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Yes","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","Yes","African American",1
"2020/02/27","Laboratory-confirmed case","Female","80+","No","Missing","Yes","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","80+","No","Missing","Yes","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","80+","Unknown","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Female","80+","Yes","Missing","No","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Unknown",4
"2020/02/27","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Female","80+","Yes","Unknown","Yes","Latino",1
"2020/02/27","Laboratory-confirmed case","Female","80+","Yes","Yes","Missing","Missing",1
"2020/02/27","Laboratory-confirmed case","Female","80+","Yes","Yes","Yes","African American",1
"2020/02/27","Laboratory-confirmed case","Female","80+","Yes","Yes","Yes","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Male","0 - 9","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","10 - 19","Missing","Missing","Missing","Missing",1
"2020/02/27","Laboratory-confirmed case","Male","10 - 19","Missing","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","10 - 19","Missing","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","10 - 19","No","Missing","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","20 - 29","No","No","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","20 - 29","No","Unknown","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","20 - 29","No","Unknown","Unknown","Asian",1
"2020/02/27","Laboratory-confirmed case","Male","20 - 29","Unknown","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","20 - 29","Yes","No","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","20 - 29","Yes","Unknown","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Male","20 - 29","Yes","Unknown","Yes","African American",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","African American",2
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","No","No","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","No","Unknown","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","Yes","Missing","Yes","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","Yes","Unknown","Yes","Asian",1
"2020/02/27","Laboratory-confirmed case","Male","30 - 39","Yes","Yes","No","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Latino",2
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","No","No","Missing","Latino",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","No","No","Unknown","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","No","Unknown","No","African American",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","Unknown","Unknown","Unknown","Latino",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","Yes","Missing","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","Yes","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","Yes","Unknown","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","40 - 49","Yes","Yes","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Missing","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","Missing","Missing","Unknown",2
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","Missing","No","Asian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","Missing","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","No","No","Asian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","No","Unknown","No","Latino",2
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Missing","No","African American",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Missing","Yes","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","No","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Yes","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","Missing","Asian",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","No","African American",1
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","No","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Missing","Missing","Missing","African American",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Missing","Missing","Missing","Missing",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Missing","Missing","Missing","Caucasian",3
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","No","Missing","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","No","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","No","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","No","No","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","No","No","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","No","No","Unknown","Latino",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Missing","Missing","Missing",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Missing","No","African American",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","No","No","Multiracial/Other",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","No","Unknown",2
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","No","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Unknown",3
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Caucasian",3
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Yes","African American",1
"2020/02/27","Laboratory-confirmed case","Male","60 - 69","Yes","Yes","Yes","Caucasian",2
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Missing","Missing","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","No","Missing","Missing","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","No","Missing","No","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","No","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","No","No","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","No","Unknown","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Yes","Missing","No","African American",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Yes","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Yes","Missing","Yes","African American",2
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Yes","No","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Yes","African American",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Yes","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","70 - 79","Yes","Yes","Yes","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","80+","No","Unknown","Yes","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","Missing","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","Missing","No","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","No","Missing","Caucasian",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","No","No","Missing",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","Unknown","Unknown","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","Unknown","Yes","NHPI",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","Unknown","Yes","Unknown",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","Yes","No","Latino",1
"2020/02/27","Laboratory-confirmed case","Male","80+","Yes","Yes","Yes","Asian",1
"2020/02/27","Laboratory-confirmed case","Missing","20 - 29","Missing","Missing","Missing","Missing",1
"2020/02/27","Laboratory-confirmed case","Unknown","30 - 39","No","Missing","No","Missing",1
"2020/02/27","Probable Case","Female","0 - 9","Missing","Missing","Missing","African American",1
"2020/02/27","Probable Case","Female","20 - 29","No","No","No","Unknown",1
"2020/02/27","Probable Case","Female","30 - 39","Missing","Missing","Missing","Caucasian",1
"2020/02/27","Probable Case","Female","30 - 39","No","Missing","No","Caucasian",1
"2020/02/27","Probable Case","Female","30 - 39","No","Unknown","No","Unknown",1
"2020/02/27","Probable Case","Female","40 - 49","No","Missing","No","Caucasian",1
"2020/02/27","Probable Case","Female","40 - 49","No","Unknown","No","Latino",1
"2020/02/27","Probable Case","Female","50 - 59","Missing","Missing","Missing","Multiracial/Other",1
"2020/02/27","Probable Case","Female","50 - 59","No","Missing","No","Asian",1
"2020/02/27","Probable Case","Female","50 - 59","No","Missing","No","African American",1
"2020/02/27","Probable Case","Female","50 - 59","No","Missing","No","Caucasian",1
"2020/02/27","Probable Case","Female","50 - 59","No","No","No","Unknown",1
"2020/02/27","Probable Case","Female","50 - 59","Yes","Unknown","Yes","Caucasian",1
"2020/02/27","Probable Case","Female","60 - 69","No","No","No","Unknown",1
"2020/02/27","Probable Case","Female","60 - 69","Yes","Unknown","Yes","Unknown",1
"2020/02/27","Probable Case","Female","70 - 79","No","Missing","No","Caucasian",1
"2020/02/27","Probable Case","Female","70 - 79","Yes","No","Yes","Asian",1
"2020/02/27","Probable Case","Female","70 - 79","Yes","Unknown","Yes","African American",1
"2020/02/27","Probable Case","Female","70 - 79","Yes","Yes","No","Caucasian",1
"2020/02/27","Probable Case","Male","30 - 39","No","Missing","No","Caucasian",1
"2020/02/27","Probable Case","Male","40 - 49","No","No","No","Unknown",1
"2020/02/27","Probable Case","Male","40 - 49","No","No","No","Caucasian",1
"2020/02/27","Probable Case","Male","40 - 49","Unknown","Missing","Unknown","Caucasian",1
"2020/02/27","Probable Case","Male","40 - 49","Unknown","No","Unknown","Unknown",1
"2020/02/27","Probable Case","Male","50 - 59","No","Unknown","No","Caucasian",1
"2020/02/27","Probable Case","Male","50 - 59","Unknown","Missing","Unknown","Caucasian",1
"2020/02/27","Probable Case","Male","60 - 69","Yes","Unknown","Yes","Asian",1
"2020/02/27","Probable Case","Male","60 - 69","Yes","Unknown","Yes","African American",1
"2020/02/27","Probable Case","Male","80+","No","Missing","No","Unknown",1
"2020/02/27","Probable Case","Male","80+","Yes","Unknown","Yes","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","0 - 9","No","Missing","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","0 - 9","Yes","Unknown","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","10 - 19","No","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","10 - 19","No","Missing","No","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","10 - 19","No","No","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","10 - 19","No","Unknown","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","10 - 19","Yes","Unknown","Unknown","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","Missing","Missing","Missing","Missing",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","Missing","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Unknown",3
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","No","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","No","Unknown","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","No","Unknown","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","Unknown","Missing","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","Unknown","No","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","Unknown","Unknown","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","Yes","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","20 - 29","Yes","No","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","Missing","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","Missing","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","Missing","African American",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","Missing","Missing",2
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","African American",3
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","No","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","No","No","Latino",2
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","No","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","No","No","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","Unknown","Missing","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","Yes","No","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","Yes","No","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","Yes","No","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","Yes","Unknown","Unknown","African American",1
"2020/02/28","Laboratory-confirmed case","Female","30 - 39","Yes","Unknown","Unknown","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","Missing","African American",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","Missing","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","No","African American",1
